Iteration 1/1000000: Train loss: 5.120366, Train Accuracy: 0.515625, lr = 0.001000
Iteration 2125/1000000: Train loss: 5.120250, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2126/1000000: Train loss: 5.119825, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2127/1000000: Train loss: 5.121268, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2128/1000000: Train loss: 5.121046, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2129/1000000: Train loss: 5.119987, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2130/1000000: Train loss: 5.120293, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2131/1000000: Train loss: 5.118909, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2132/1000000: Train loss: 5.121312, Train Accuracy: 0.421875, lr = 0.000961
Iteration 2133/1000000: Train loss: 5.122025, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2134/1000000: Train loss: 5.119617, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2135/1000000: Train loss: 5.119088, Train Accuracy: 0.578125, lr = 0.000961
Iteration 2136/1000000: Train loss: 5.119483, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2137/1000000: Train loss: 5.119816, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2138/1000000: Train loss: 5.120668, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2139/1000000: Train loss: 5.121519, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2140/1000000: Train loss: 5.119954, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2141/1000000: Train loss: 5.121158, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2142/1000000: Train loss: 5.119522, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2143/1000000: Train loss: 5.119594, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2144/1000000: Train loss: 5.120243, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2145/1000000: Train loss: 5.121800, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2146/1000000: Train loss: 5.119325, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2147/1000000: Train loss: 5.119455, Train Accuracy: 0.593750, lr = 0.000961
Iteration 2148/1000000: Train loss: 5.120523, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2149/1000000: Train loss: 5.119258, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2150/1000000: Train loss: 5.119382, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2151/1000000: Train loss: 5.120427, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2152/1000000: Train loss: 5.119023, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2153/1000000: Train loss: 5.119026, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2154/1000000: Train loss: 5.121045, Train Accuracy: 0.421875, lr = 0.000961
Iteration 2155/1000000: Train loss: 5.120525, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2156/1000000: Train loss: 5.120611, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2157/1000000: Train loss: 5.120481, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2158/1000000: Train loss: 5.119895, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2159/1000000: Train loss: 5.121898, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2160/1000000: Train loss: 5.120449, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2161/1000000: Train loss: 5.120518, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2162/1000000: Train loss: 5.120847, Train Accuracy: 0.421875, lr = 0.000961
Iteration 2163/1000000: Train loss: 5.121143, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2164/1000000: Train loss: 5.119090, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2165/1000000: Train loss: 5.120089, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2166/1000000: Train loss: 5.119744, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2167/1000000: Train loss: 5.120186, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2168/1000000: Train loss: 5.119761, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2169/1000000: Train loss: 5.120623, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2170/1000000: Train loss: 5.119142, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2171/1000000: Train loss: 5.118875, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2172/1000000: Train loss: 5.120146, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2173/1000000: Train loss: 5.118970, Train Accuracy: 0.609375, lr = 0.000961
Iteration 2174/1000000: Train loss: 5.120821, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2175/1000000: Train loss: 5.120286, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2176/1000000: Train loss: 5.119359, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2177/1000000: Train loss: 5.119982, Train Accuracy: 0.578125, lr = 0.000961
Iteration 2178/1000000: Train loss: 5.120423, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2179/1000000: Train loss: 5.120043, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2180/1000000: Train loss: 5.119019, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2181/1000000: Train loss: 5.120395, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2182/1000000: Train loss: 5.121356, Train Accuracy: 0.390625, lr = 0.000961
Iteration 2183/1000000: Train loss: 5.120218, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2184/1000000: Train loss: 5.120074, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2185/1000000: Train loss: 5.120737, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2186/1000000: Train loss: 5.120624, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2187/1000000: Train loss: 5.120854, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2188/1000000: Train loss: 5.120426, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2189/1000000: Train loss: 5.120209, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2190/1000000: Train loss: 5.120483, Train Accuracy: 0.421875, lr = 0.000961
Iteration 2191/1000000: Train loss: 5.118801, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2192/1000000: Train loss: 5.121592, Train Accuracy: 0.406250, lr = 0.000961
Iteration 2193/1000000: Train loss: 5.120936, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2194/1000000: Train loss: 5.120059, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2195/1000000: Train loss: 5.120191, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2196/1000000: Train loss: 5.120416, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2197/1000000: Train loss: 5.121445, Train Accuracy: 0.421875, lr = 0.000961
Iteration 2198/1000000: Train loss: 5.119676, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2199/1000000: Train loss: 5.120601, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2200/1000000: Train loss: 5.120107, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2201/1000000: Train loss: 5.121026, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2202/1000000: Train loss: 5.121648, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2203/1000000: Train loss: 5.119226, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2204/1000000: Train loss: 5.119597, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2205/1000000: Train loss: 5.120149, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2206/1000000: Train loss: 5.119992, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2207/1000000: Train loss: 5.121173, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2208/1000000: Train loss: 5.120493, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2209/1000000: Train loss: 5.119782, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2210/1000000: Train loss: 5.120068, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2211/1000000: Train loss: 5.121301, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2212/1000000: Train loss: 5.120646, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2213/1000000: Train loss: 5.119281, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2214/1000000: Train loss: 5.119977, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2215/1000000: Train loss: 5.119135, Train Accuracy: 0.593750, lr = 0.000961
Iteration 2216/1000000: Train loss: 5.119723, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2217/1000000: Train loss: 5.121034, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2218/1000000: Train loss: 5.118758, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2219/1000000: Train loss: 5.120586, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2220/1000000: Train loss: 5.118117, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2221/1000000: Train loss: 5.121199, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2222/1000000: Train loss: 5.119453, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2223/1000000: Train loss: 5.120242, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2224/1000000: Train loss: 5.119352, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2225/1000000: Train loss: 5.119895, Train Accuracy: 0.578125, lr = 0.000961
Iteration 2226/1000000: Train loss: 5.120742, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2227/1000000: Train loss: 5.120096, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2228/1000000: Train loss: 5.119328, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2229/1000000: Train loss: 5.119663, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2230/1000000: Train loss: 5.120018, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2231/1000000: Train loss: 5.119375, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2232/1000000: Train loss: 5.120560, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2233/1000000: Train loss: 5.120933, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2234/1000000: Train loss: 5.119805, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2235/1000000: Train loss: 5.122085, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2236/1000000: Train loss: 5.120379, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2237/1000000: Train loss: 5.118836, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2238/1000000: Train loss: 5.118443, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2239/1000000: Train loss: 5.118715, Train Accuracy: 0.578125, lr = 0.000961
Iteration 2240/1000000: Train loss: 5.119217, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2241/1000000: Train loss: 5.118346, Train Accuracy: 0.593750, lr = 0.000961
Iteration 2242/1000000: Train loss: 5.118226, Train Accuracy: 0.625000, lr = 0.000961
Iteration 2243/1000000: Train loss: 5.119197, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2244/1000000: Train loss: 5.117509, Train Accuracy: 0.609375, lr = 0.000961
Iteration 2245/1000000: Train loss: 5.120157, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2246/1000000: Train loss: 5.119944, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2247/1000000: Train loss: 5.121999, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2248/1000000: Train loss: 5.120706, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2249/1000000: Train loss: 5.119467, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2250/1000000: Train loss: 5.119897, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2251/1000000: Train loss: 5.121097, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2252/1000000: Train loss: 5.119937, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2253/1000000: Train loss: 5.120492, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2254/1000000: Train loss: 5.120221, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2255/1000000: Train loss: 5.119659, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2256/1000000: Train loss: 5.120497, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2257/1000000: Train loss: 5.120466, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2258/1000000: Train loss: 5.119975, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2259/1000000: Train loss: 5.120389, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2260/1000000: Train loss: 5.119597, Train Accuracy: 0.578125, lr = 0.000961
Iteration 2261/1000000: Train loss: 5.119421, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2262/1000000: Train loss: 5.118906, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2263/1000000: Train loss: 5.119303, Train Accuracy: 0.578125, lr = 0.000961
Iteration 2264/1000000: Train loss: 5.121387, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2265/1000000: Train loss: 5.119434, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2266/1000000: Train loss: 5.120432, Train Accuracy: 0.421875, lr = 0.000961
Iteration 2267/1000000: Train loss: 5.120343, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2268/1000000: Train loss: 5.121304, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2269/1000000: Train loss: 5.120002, Train Accuracy: 0.593750, lr = 0.000961
Iteration 2270/1000000: Train loss: 5.119965, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2271/1000000: Train loss: 5.120659, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2272/1000000: Train loss: 5.120238, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2273/1000000: Train loss: 5.119951, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2274/1000000: Train loss: 5.120325, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2275/1000000: Train loss: 5.120481, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2276/1000000: Train loss: 5.119984, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2277/1000000: Train loss: 5.120340, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2278/1000000: Train loss: 5.119972, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2279/1000000: Train loss: 5.118540, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2280/1000000: Train loss: 5.120689, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2281/1000000: Train loss: 5.120711, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2282/1000000: Train loss: 5.118932, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2283/1000000: Train loss: 5.120652, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2284/1000000: Train loss: 5.120380, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2285/1000000: Train loss: 5.119411, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2286/1000000: Train loss: 5.120328, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2287/1000000: Train loss: 5.118900, Train Accuracy: 0.609375, lr = 0.000961
Iteration 2288/1000000: Train loss: 5.119918, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2289/1000000: Train loss: 5.120357, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2290/1000000: Train loss: 5.118948, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2291/1000000: Train loss: 5.119787, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2292/1000000: Train loss: 5.121287, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2293/1000000: Train loss: 5.120476, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2294/1000000: Train loss: 5.120436, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2295/1000000: Train loss: 5.120612, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2296/1000000: Train loss: 5.119830, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2297/1000000: Train loss: 5.119704, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2298/1000000: Train loss: 5.121842, Train Accuracy: 0.421875, lr = 0.000961
Iteration 2299/1000000: Train loss: 5.120710, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2300/1000000: Train loss: 5.119609, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2301/1000000: Train loss: 5.122493, Train Accuracy: 0.421875, lr = 0.000961
Iteration 2302/1000000: Train loss: 5.118628, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2303/1000000: Train loss: 5.120662, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2304/1000000: Train loss: 5.119579, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2305/1000000: Train loss: 5.118896, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2306/1000000: Train loss: 5.120457, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2307/1000000: Train loss: 5.119905, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2308/1000000: Train loss: 5.118735, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2309/1000000: Train loss: 5.119792, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2310/1000000: Train loss: 5.118023, Train Accuracy: 0.625000, lr = 0.000961
Iteration 2311/1000000: Train loss: 5.119409, Train Accuracy: 0.578125, lr = 0.000961
Iteration 2312/1000000: Train loss: 5.121289, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2313/1000000: Train loss: 5.121061, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2314/1000000: Train loss: 5.119489, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2315/1000000: Train loss: 5.119385, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2316/1000000: Train loss: 5.120902, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2317/1000000: Train loss: 5.120629, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2318/1000000: Train loss: 5.120437, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2319/1000000: Train loss: 5.119780, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2320/1000000: Train loss: 5.121198, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2321/1000000: Train loss: 5.119635, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2322/1000000: Train loss: 5.118739, Train Accuracy: 0.562500, lr = 0.000961
Iteration 2323/1000000: Train loss: 5.119318, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2324/1000000: Train loss: 5.121063, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2325/1000000: Train loss: 5.119681, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2326/1000000: Train loss: 5.119938, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2327/1000000: Train loss: 5.119544, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2328/1000000: Train loss: 5.119684, Train Accuracy: 0.578125, lr = 0.000961
Iteration 2329/1000000: Train loss: 5.120698, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2330/1000000: Train loss: 5.120596, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2331/1000000: Train loss: 5.120654, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2332/1000000: Train loss: 5.119939, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2333/1000000: Train loss: 5.121131, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2334/1000000: Train loss: 5.120203, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2335/1000000: Train loss: 5.119540, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2336/1000000: Train loss: 5.119671, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2337/1000000: Train loss: 5.118656, Train Accuracy: 0.593750, lr = 0.000961
Iteration 2338/1000000: Train loss: 5.118691, Train Accuracy: 0.593750, lr = 0.000961
Iteration 2339/1000000: Train loss: 5.120777, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2340/1000000: Train loss: 5.120683, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2341/1000000: Train loss: 5.121307, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2342/1000000: Train loss: 5.119476, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2343/1000000: Train loss: 5.121172, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2344/1000000: Train loss: 5.121202, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2345/1000000: Train loss: 5.120730, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2346/1000000: Train loss: 5.120561, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2347/1000000: Train loss: 5.118908, Train Accuracy: 0.656250, lr = 0.000961
Iteration 2348/1000000: Train loss: 5.120745, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2349/1000000: Train loss: 5.119966, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2350/1000000: Train loss: 5.120616, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2351/1000000: Train loss: 5.120305, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2352/1000000: Train loss: 5.120087, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2353/1000000: Train loss: 5.119610, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2354/1000000: Train loss: 5.119898, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2355/1000000: Train loss: 5.120235, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2356/1000000: Train loss: 5.121160, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2357/1000000: Train loss: 5.119010, Train Accuracy: 0.609375, lr = 0.000961
Iteration 2358/1000000: Train loss: 5.120779, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2359/1000000: Train loss: 5.120679, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2360/1000000: Train loss: 5.122435, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2361/1000000: Train loss: 5.119844, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2362/1000000: Train loss: 5.119918, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2363/1000000: Train loss: 5.120334, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2364/1000000: Train loss: 5.121450, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2365/1000000: Train loss: 5.120033, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2366/1000000: Train loss: 5.119777, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2367/1000000: Train loss: 5.121299, Train Accuracy: 0.406250, lr = 0.000961
Iteration 2368/1000000: Train loss: 5.120131, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2369/1000000: Train loss: 5.120234, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2370/1000000: Train loss: 5.120316, Train Accuracy: 0.421875, lr = 0.000961
Iteration 2371/1000000: Train loss: 5.119726, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2372/1000000: Train loss: 5.119549, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2373/1000000: Train loss: 5.121054, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2374/1000000: Train loss: 5.120144, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2375/1000000: Train loss: 5.120544, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2376/1000000: Train loss: 5.119621, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2377/1000000: Train loss: 5.119461, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2378/1000000: Train loss: 5.120713, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2379/1000000: Train loss: 5.120378, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2380/1000000: Train loss: 5.119591, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2381/1000000: Train loss: 5.118931, Train Accuracy: 0.578125, lr = 0.000961
Iteration 2382/1000000: Train loss: 5.119204, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2383/1000000: Train loss: 5.119852, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2384/1000000: Train loss: 5.120507, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2385/1000000: Train loss: 5.120116, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2386/1000000: Train loss: 5.118446, Train Accuracy: 0.578125, lr = 0.000961
Iteration 2387/1000000: Train loss: 5.120303, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2388/1000000: Train loss: 5.118162, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2389/1000000: Train loss: 5.120379, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2390/1000000: Train loss: 5.119056, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2391/1000000: Train loss: 5.120079, Train Accuracy: 0.546875, lr = 0.000961
Iteration 2392/1000000: Train loss: 5.120799, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2393/1000000: Train loss: 5.121353, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2394/1000000: Train loss: 5.119888, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2395/1000000: Train loss: 5.119845, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2396/1000000: Train loss: 5.119383, Train Accuracy: 0.593750, lr = 0.000961
Iteration 2397/1000000: Train loss: 5.121565, Train Accuracy: 0.421875, lr = 0.000961
Iteration 2398/1000000: Train loss: 5.119525, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2399/1000000: Train loss: 5.120347, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2400/1000000: Train loss: 5.121707, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2401/1000000: Train loss: 5.119651, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2402/1000000: Train loss: 5.120365, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2403/1000000: Train loss: 5.119093, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2404/1000000: Train loss: 5.117439, Train Accuracy: 0.578125, lr = 0.000961
Iteration 2405/1000000: Train loss: 5.120336, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2406/1000000: Train loss: 5.119993, Train Accuracy: 0.500000, lr = 0.000961
Iteration 2407/1000000: Train loss: 5.119889, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2408/1000000: Train loss: 5.121576, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2409/1000000: Train loss: 5.119974, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2410/1000000: Train loss: 5.118484, Train Accuracy: 0.640625, lr = 0.000961
Iteration 2411/1000000: Train loss: 5.120221, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2412/1000000: Train loss: 5.121356, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2413/1000000: Train loss: 5.119796, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2414/1000000: Train loss: 5.120850, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2415/1000000: Train loss: 5.119773, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2416/1000000: Train loss: 5.119339, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2417/1000000: Train loss: 5.120337, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2418/1000000: Train loss: 5.120532, Train Accuracy: 0.468750, lr = 0.000961
Iteration 2419/1000000: Train loss: 5.119521, Train Accuracy: 0.531250, lr = 0.000961
Iteration 2420/1000000: Train loss: 5.119944, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2421/1000000: Train loss: 5.121145, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2422/1000000: Train loss: 5.119500, Train Accuracy: 0.515625, lr = 0.000961
Iteration 2423/1000000: Train loss: 5.120786, Train Accuracy: 0.453125, lr = 0.000961
Iteration 2424/1000000: Train loss: 5.119501, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2425/1000000: Train loss: 5.119986, Train Accuracy: 0.437500, lr = 0.000961
Iteration 2426/1000000: Train loss: 5.120578, Train Accuracy: 0.484375, lr = 0.000961
Iteration 2427/1000000: Train loss: 5.121089, Train Accuracy: 0.406250, lr = 0.000961
